phoneno,age,gender,zipcode,calls,sms,mms,charges,coverage,complaint,sim,phone,prepost,churn
2073,2,Male,90245,10,38,13,150,1,2,Single Sim,Andoid,Postpaid,No Churn
2549,1,Male,91343,270,48,24,800,0,1,Single Sim,Andoid,Postpaid,No Churn
2101,3,Female,95060,70,41,15,630,1,1,Single Sim,Andoid,Prepaid,No Churn
5787,3,Male,93106,50,32,8,200,2,1,Single Sim,Andoid,Postpaid,No Churn
6095,3,Female,92120,210,46,22,430,0,2,Dual Sim,IOS,Postpaid,No Churn
3388,3,Male,95822,150,39,15,650,0,1,Single Sim,Andoid,Prepaid,No Churn
1342,2,Male,93907,170,39,15,910,2,2,Single Sim,Andoid,Prepaid,No Churn
5656,1,Male,93940,80,63,39,530,0,1,Single Sim,Andoid,Prepaid,No Churn
4684,2,Male,94143,170,58,32,1100,0,3,Single Sim,Andoid,Prepaid,No Churn
4284,1,Male,92831,150,28,4,820,2,3,Single Sim,Andoid,Postpaid,No Churn
1858,3,Male,94553,20,36,11,230,0,4,Single Sim,Andoid,Postpaid,No Churn
2246,1,Male,95136,667,43,19,1720,0,2,Single Sim,Andoid,Postpaid,No Churn
9555,1,Male,90212,270,36,12,880,0,2,Single Sim,Andoid,Postpaid,No Churn
5875,3,Male,93943,80,44,18,710,0,2,Single Sim,Andoid,Postpaid,No Churn
6098,3,Male,94720,290,31,5,1800,2,1,Dual Sim,Andoid,Prepaid,Churn
4356,3,Female,92521,210,45,21,390,2,2,Single Sim,Andoid,Prepaid,No Churn
7968,3,Female,90401,150,39,13,940,0,1,Single Sim,Andoid,Prepaid,No Churn
8008,2,Male,94126,100,43,16,250,0,3,Single Sim,Andoid,Postpaid,No Churn
9059,3,Male,94708,0,40,15,100,2,2,Single Sim,Andoid,Postpaid,No Churn
3914,1,Male,94305,100,30,5,420,2,1,Single Sim,Andoid,Prepaid,No Churn
5396,1,Female,92333,390,58,33,1420,0,2,Single Sim,Andoid,Prepaid,No Churn
9803,1,Male,92373,130,46,21,340,0,2,Single Sim,Andoid,Postpaid,No Churn
3333,1,Male,90024,460,35,10,1390,0,1,Single Sim,Andoid,Prepaid,No Churn
2857,1,Male,95621,450,30,4,1540,3,2,Single Sim,Andoid,Postpaid,No Churn
4155,3,Male,91768,200,34,8,400,1,2,Single Sim,Andoid,Prepaid,No Churn
7593,3,Female,93907,150,62,32,330,2,1,Single Sim,Andoid,Postpaid,No Churn
9450,1,Female,90095,160,58,34,800,0,2,Single Sim,Andoid,Postpaid,No Churn
5059,2,Male,92037,67,45,18,100,1,3,Single Sim,Andoid,Postpaid,No Churn
6601,3,Male,90401,50,42,16,410,0,3,Single Sim,Andoid,Postpaid,No Churn
9754,1,Female,93711,130,60,36,300,2,4,Single Sim,Andoid,Postpaid,No Churn
3922,3,Male,95521,80,55,29,780,2,1,Single Sim,Andoid,Postpaid,No Churn
9917,1,Female,90638,500,45,21,1640,0,1,Single Sim,Andoid,Prepaid,No Churn
2210,3,Male,92780,40,52,27,230,0,1,Single Sim,Andoid,Prepaid,No Churn
1597,1,Male,92624,600,31,7,1490,0,1,Single Sim,Andoid,Prepaid,No Churn
2902,3,Male,94132,70,60,34,250,0,4,Single Sim,Andoid,Postpaid,No Churn
8542,3,Male,95010,210,33,9,420,0,1,Single Sim,Andoid,Postpaid,No Churn
2525,1,Female,91302,250,37,11,710,2,1,Single Sim,Andoid,Postpaid,No Churn
6046,2,Male,94606,420,59,34,1140,0,3,Single Sim,Andoid,Postpaid,Churn
5168,2,Female,91320,280,51,26,700,0,1,Single Sim,Andoid,Postpaid,No Churn
8231,1,Female,92675,610,47,23,1490,0,4,Single Sim,Andoid,Prepaid,Churn
9186,2,Male,94998,250,60,33,550,0,4,Single Sim,Andoid,Postpaid,No Churn
7971,1,Male,93065,130,61,36,290,0,1,Single Sim,Andoid,Prepaid,No Churn
3479,1,Female,90840,380,64,40,1230,0,1,Single Sim,Andoid,Postpaid,No Churn
8222,3,Female,95814,740,46,20,1520,4,1,Single Sim,IOS,Postpaid,Churn
1374,2,Male,95131,70,31,7,80,0,4,Single Sim,Andoid,Prepaid,No Churn
2858,1,Male,94710,70,57,32,690,3,4,Single Sim,Andoid,Prepaid,No Churn
7608,3,Male,96003,790,48,23,1610,4,4,Single Sim,Andoid,Prepaid,Churn
2581,2,Male,94024,20,48,23,790,0,1,Single Sim,Andoid,Prepaid,No Churn
1394,1,Male,92780,460,35,10,1050,0,1,Single Sim,Andoid,Prepaid,No Churn
2341,1,Male,95032,230,33,8,390,0,3,Single Sim,Andoid,Prepaid,No Churn
9467,1,Male,92653,500,47,23,1630,0,1,Single Sim,Andoid,Prepaid,No Churn
8777,1,Male,94005,20,46,20,90,0,1,Single Sim,Andoid,Postpaid,No Churn
7258,3,Female,91006,200,44,20,710,0,4,Single Sim,Andoid,Prepaid,No Churn
8287,3,Male,92868,210,42,18,510,0,3,Single Sim,Andoid,Prepaid,No Churn
2112,3,Male,90277,140,50,24,320,2,1,Single Sim,Andoid,Prepaid,No Churn
7761,1,Female,93108,430,52,26,1610,0,4,Single Sim,IOS,Postpaid,Churn
3064,1,Male,90049,20,53,27,600,0,1,Single Sim,Andoid,Postpaid,No Churn
1101,2,Male,92521,100,37,10,350,0,4,Single Sim,Andoid,Prepaid,No Churn
7623,2,Male,94305,120,64,40,410,0,4,Single Sim,Andoid,Postpaid,No Churn
7055,1,Male,92648,170,46,22,730,3,2,Single Sim,Andoid,Postpaid,No Churn
7915,1,Female,94305,150,57,33,490,3,4,Dual Sim,IOS,Postpaid,No Churn
8735,1,Female,94024,200,61,35,790,2,2,Single Sim,Andoid,Postpaid,No Churn
5218,1,Male,93407,750,42,18,1200,0,2,Dual Sim,Andoid,Prepaid,No Churn
9043,1,Male,94501,320,40,16,600,0,2,Single Sim,Andoid,Prepaid,No Churn
7828,2,Male,95051,60,33,8,780,0,3,Single Sim,Andoid,Postpaid,No Churn
4492,2,Male,95138,110,50,26,400,2,4,Single Sim,Andoid,Prepaid,No Churn
5051,3,Male,94501,540,52,26,1100,3,2,Dual Sim,IOS,Postpaid,Churn
8511,3,Male,92093,570,35,11,1600,0,4,Dual Sim,Andoid,Prepaid,Churn
5705,1,Female,94542,70,57,32,680,2,4,Single Sim,Andoid,Postpaid,No Churn
6678,3,Male,92182,160,56,31,490,2,2,Single Sim,Andoid,Postpaid,No Churn
3882,1,Male,92037,250,44,20,650,0,2,Single Sim,Andoid,Postpaid,No Churn
2101,2,Male,92704,240,23,-3,550,2,3,Single Sim,Andoid,Postpaid,No Churn
7313,1,Female,92093,230,33,8,620,1,3,Single Sim,Andoid,Prepaid,No Churn
8190,1,Male,95616,0,48,22,1520,0,1,Single Sim,Andoid,Prepaid,No Churn
4929,2,Male,95126,250,45,18,420,0,3,Single Sim,Andoid,Prepaid,No Churn
5140,2,Male,90245,70,54,28,390,0,4,Single Sim,Andoid,Postpaid,No Churn
9851,1,Female,94304,300,42,17,1110,0,3,Dual Sim,IOS,Prepaid,Churn
1153,1,Male,94109,210,47,21,820,0,3,Single Sim,Andoid,Prepaid,No Churn
2945,2,Male,93943,340,61,36,1080,0,4,Single Sim,Andoid,Postpaid,No Churn
2358,3,Male,92038,80,53,27,590,0,2,Single Sim,Andoid,Postpaid,No Churn
5268,1,Male,93106,250,56,30,610,2,3,Single Sim,Andoid,Postpaid,No Churn
9324,2,Male,95819,200,33,6,780,0,4,Dual Sim,Andoid,Postpaid,No Churn
7939,3,Male,93943,10,44,18,180,0,2,Single Sim,Andoid,Postpaid,No Churn
4102,3,Female,94611,170,63,37,1130,0,4,Single Sim,Andoid,Postpaid,No Churn
9311,2,Male,92521,267,47,20,620,0,1,Single Sim,Andoid,Postpaid,No Churn
6195,1,Male,94720,490,50,24,810,3,1,Single Sim,Andoid,Postpaid,No Churn
2076,1,Male,95054,40,49,25,130,2,3,Single Sim,Andoid,Postpaid,No Churn
4371,1,Male,94303,280,34,9,750,2,1,Single Sim,Andoid,Prepaid,No Churn
3543,3,Male,95616,80,40,14,330,1,2,Single Sim,Andoid,Postpaid,No Churn
2294,1,Male,93943,410,38,13,1790,0,1,Single Sim,Andoid,Postpaid,No Churn
9502,2,Male,94005,200,51,26,690,0,3,Single Sim,Andoid,Postpaid,No Churn
7462,3,Male,94025,100,28,4,450,0,1,Single Sim,Andoid,Postpaid,No Churn
7621,2,Male,95762,300,52,26,590,0,3,Single Sim,Andoid,Postpaid,No Churn
1108,1,Male,94309,280,39,13,810,0,2,Single Sim,Andoid,Postpaid,No Churn
7322,1,Male,90095,540,29,5,1330,3,1,Single Sim,Andoid,Postpaid,No Churn
2427,3,Male,92096,0,54,29,810,0,2,Single Sim,Andoid,Postpaid,No Churn
9645,2,Female,92630,40,63,38,140,1,4,Single Sim,Andoid,Postpaid,No Churn
2929,3,Male,94061,80,40,14,280,0,2,Single Sim,Andoid,Prepaid,No Churn
7258,1,Male,95125,220,36,12,930,0,2,Single Sim,Andoid,Postpaid,No Churn
8109,3,Male,92007,260,45,20,1910,2,3,Single Sim,Andoid,Prepaid,Churn
5574,1,Male,91605,290,61,37,1550,0,1,Single Sim,Andoid,Postpaid,No Churn
6055,1,Male,93105,720,26,0,1550,0,2,Single Sim,Andoid,Prepaid,No Churn
2411,1,Male,92407,130,33,8,680,0,4,Single Sim,Andoid,Postpaid,No Churn
6016,1,Male,95060,110,64,40,520,3,2,Single Sim,Andoid,Prepaid,No Churn
9409,3,Male,94025,70,43,17,510,0,1,Single Sim,Andoid,Prepaid,No Churn
6530,1,Male,90089,160,24,0,440,2,4,Single Sim,Andoid,Postpaid,No Churn
5172,1,Male,94555,310,30,5,1210,5,2,Single Sim,Andoid,Postpaid,No Churn
2136,1,Male,94965,220,60,36,490,3,4,Dual Sim,Andoid,Postpaid,No Churn
1018,3,Male,91784,100,50,26,420,1,2,Dual Sim,Andoid,Postpaid,No Churn
6990,1,Male,91040,410,40,15,1440,0,1,Single Sim,Andoid,Prepaid,No Churn
7301,2,Male,94583,260,31,6,720,0,1,Single Sim,Andoid,Postpaid,No Churn
3653,1,Male,94304,150,30,4,440,2,1,Single Sim,Andoid,Prepaid,No Churn
5526,3,Male,91763,90,60,35,430,2,3,Single Sim,Andoid,Prepaid,No Churn
4217,2,Male,93063,10,39,14,740,2,1,Dual Sim,Andoid,Postpaid,No Churn
4397,1,Male,90009,250,66,41,1450,0,1,Single Sim,Andoid,Postpaid,No Churn
8040,1,Male,92346,210,65,41,1580,0,2,Single Sim,Andoid,Prepaid,No Churn
4693,1,Male,91311,490,54,28,780,0,4,Single Sim,Andoid,Prepaid,No Churn
5033,2,Male,95014,240,54,29,1540,4,1,Single Sim,Andoid,Postpaid,Churn
1396,3,Male,90064,450,35,9,1050,0,2,Single Sim,Andoid,Prepaid,No Churn
7986,2,Male,92126,60,32,7,1000,0,3,Single Sim,Andoid,Postpaid,No Churn
5362,2,Male,94112,0,63,39,580,0,1,Single Sim,Andoid,Postpaid,No Churn
4736,1,Male,94507,90,60,35,1130,5,1,Single Sim,Andoid,Postpaid,No Churn
1996,2,Female,91902,10,43,18,100,0,2,Dual Sim,Andoid,Prepaid,No Churn
1746,1,Male,94080,270,59,33,1420,0,2,Single Sim,Andoid,Prepaid,No Churn
8087,1,Male,92093,250,62,37,1280,0,1,Single Sim,Andoid,Prepaid,No Churn
2379,3,Male,92068,50,30,5,1310,0,3,Single Sim,Andoid,Prepaid,Churn
9766,2,Male,92647,100,54,30,880,2,4,Single Sim,Andoid,Postpaid,No Churn
2954,1,Male,90245,60,30,6,1010,0,2,Single Sim,Andoid,Postpaid,No Churn
6679,3,Female,92115,175,31,1,700,0,2,Single Sim,IOS,Postpaid,No Churn
1080,1,Male,91765,30,44,20,1220,0,1,Dual Sim,Andoid,Postpaid,No Churn
2726,1,Male,91423,150,32,8,700,0,3,Single Sim,Andoid,Postpaid,No Churn
9555,3,Male,93023,430,63,38,1480,0,2,Single Sim,Andoid,Postpaid,Churn
3022,3,Male,92704,210,57,32,430,2,2,Single Sim,Andoid,Postpaid,No Churn
1072,3,Male,95060,150,60,30,310,0,1,Single Sim,Andoid,Postpaid,No Churn
5727,3,Male,94609,80,37,11,350,0,2,Single Sim,Andoid,Prepaid,No Churn
5803,3,Male,90032,260,53,27,810,0,4,Single Sim,Andoid,Postpaid,No Churn
2225,3,Male,95812,140,51,25,190,1,1,Single Sim,Andoid,Prepaid,No Churn
9605,3,Female,92028,180,30,5,980,2,4,Dual Sim,IOS,Postpaid,No Churn
2379,3,Male,90280,210,28,2,1010,0,4,Single Sim,Andoid,Postpaid,No Churn
7952,3,Male,95053,40,50,24,810,0,2,Single Sim,Andoid,Prepaid,No Churn
4908,1,Male,93561,60,52,27,1350,5,1,Single Sim,Andoid,Postpaid,No Churn
8564,2,Male,94542,70,56,30,340,0,2,Single Sim,Andoid,Postpaid,No Churn
1749,1,Male,91730,340,40,16,1040,3,1,Single Sim,Andoid,Prepaid,No Churn
8710,2,Male,90245,70,64,38,290,0,3,Single Sim,Andoid,Postpaid,No Churn
1472,2,Male,95064,540,61,36,1190,0,2,Single Sim,Andoid,Postpaid,Churn
1100,2,Female,90230,170,46,20,820,0,2,Single Sim,Andoid,Postpaid,No Churn
4831,1,Male,90089,20,55,29,620,0,1,Single Sim,Andoid,Postpaid,No Churn
2152,1,Female,94720,210,45,19,850,0,3,Single Sim,Andoid,Postpaid,No Churn
4807,2,Male,94960,10,40,15,80,0,2,Single Sim,Andoid,Prepaid,No Churn
5214,3,Male,91711,170,63,37,780,0,4,Single Sim,Andoid,Postpaid,No Churn
9367,2,Male,93407,50,57,32,440,0,3,Single Sim,Andoid,Postpaid,No Churn
3909,1,Female,95819,800,38,14,1220,0,2,Single Sim,Andoid,Postpaid,No Churn
9801,2,Male,90035,10,37,11,220,2,3,Single Sim,Andoid,Prepaid,No Churn
4885,2,Female,94590,220,31,5,390,0,4,Single Sim,Andoid,Postpaid,No Churn
9631,2,Male,94305,160,50,26,550,0,1,Single Sim,Andoid,Postpaid,No Churn
5459,1,Male,94063,610,42,18,1440,2,2,Single Sim,Andoid,Prepaid,No Churn
5454,2,Female,92521,260,51,27,710,0,1,Single Sim,Andoid,Prepaid,No Churn
5555,1,Male,91710,300,38,13,1910,0,2,Single Sim,Andoid,Postpaid,No Churn
5751,2,Male,92831,50,53,26,220,1,1,Single Sim,Andoid,Postpaid,No Churn
8729,1,Male,90740,240,43,17,1580,0,1,Single Sim,Andoid,Postpaid,No Churn
5425,3,Female,90089,30,35,9,1310,0,3,Single Sim,IOS,Postpaid,Churn
6565,2,Female,95670,280,49,24,750,2,1,Single Sim,Andoid,Prepaid,No Churn
6248,2,Male,94305,70,28,4,690,2,3,Single Sim,Andoid,Prepaid,No Churn
9655,1,Male,94304,80,51,27,390,0,2,Single Sim,Andoid,Prepaid,No Churn
6663,1,Female,94939,170,39,14,340,0,4,Single Sim,Andoid,Postpaid,No Churn
8245,1,Male,91320,170,31,7,320,0,1,Single Sim,Andoid,Postpaid,No Churn
1179,1,Male,92028,570,44,18,1290,0,1,Single Sim,Andoid,Postpaid,No Churn
2174,1,Female,92870,540,46,20,1580,5,3,Single Sim,Andoid,Prepaid,Churn
2577,1,Male,90089,180,42,18,540,0,1,Single Sim,Andoid,Postpaid,No Churn
1747,2,Male,92182,200,41,17,340,0,1,Single Sim,Andoid,Prepaid,No Churn
9728,2,Female,95422,60,23,-2,450,0,4,Single Sim,Andoid,Postpaid,No Churn
7537,3,Male,95064,230,59,33,680,0,2,Dual Sim,Andoid,Prepaid,No Churn
5394,2,Male,95929,150,47,21,530,0,1,Single Sim,Andoid,Postpaid,No Churn
9030,1,Female,93302,10,48,23,320,0,1,Single Sim,Andoid,Prepaid,No Churn
9223,3,Male,92121,720,58,33,1730,0,2,Single Sim,Andoid,Postpaid,Churn
1412,1,Male,92126,40,58,34,310,0,4,Single Sim,Andoid,Prepaid,No Churn
5355,1,Male,94558,370,54,29,720,2,2,Single Sim,Andoid,Postpaid,No Churn
1835,2,Female,90212,40,49,24,300,2,4,Single Sim,IOS,Postpaid,No Churn
3683,1,Male,92675,250,63,38,1380,0,1,Single Sim,Andoid,Postpaid,No Churn
6277,2,Male,92028,150,62,37,180,2,1,Single Sim,Andoid,Prepaid,No Churn
1009,1,Female,90840,280,45,19,690,3,1,Single Sim,Andoid,Postpaid,No Churn
9054,1,Male,94555,210,39,13,580,3,3,Single Sim,Andoid,Postpaid,No Churn
4242,1,Male,90007,150,58,34,630,0,4,Single Sim,Andoid,Postpaid,No Churn
2662,1,Male,90401,30,56,30,430,0,2,Dual Sim,Andoid,Prepaid,No Churn
8812,3,Male,96651,20,29,5,280,0,1,Single Sim,Andoid,Postpaid,No Churn
9071,3,Male,93106,210,33,9,380,2,1,Single Sim,Andoid,Prepaid,No Churn
4175,2,Male,93107,30,55,29,720,2,3,Single Sim,Andoid,Prepaid,No Churn
5771,1,Male,94126,90,56,31,640,0,4,Single Sim,Andoid,Postpaid,No Churn
8159,2,Male,92131,260,36,12,700,2,3,Single Sim,Andoid,Postpaid,No Churn
5708,1,Male,95621,30,53,29,120,0,1,Single Sim,Andoid,Prepaid,No Churn
3207,1,Male,94577,50,57,31,1590,0,2,Single Sim,Andoid,Prepaid,No Churn
5289,3,Male,95120,450,35,9,1030,0,2,Single Sim,Andoid,Postpaid,No Churn
4013,3,Male,91330,30,43,18,420,0,1,Single Sim,Andoid,Postpaid,No Churn
9973,3,Male,92182,210,54,29,480,2,2,Single Sim,Andoid,Postpaid,No Churn
4623,1,Male,90266,150,29,3,490,0,1,Single Sim,Andoid,Prepaid,No Churn
8349,1,Male,95762,40,39,14,890,0,2,Single Sim,Andoid,Postpaid,No Churn
4649,2,Female,94583,70,32,8,220,0,4,Single Sim,Andoid,Postpaid,No Churn
4774,1,Male,92121,20,51,27,100,1,2,Single Sim,Andoid,Prepaid,No Churn
5772,2,Female,95616,130,50,25,380,2,1,Single Sim,Andoid,Prepaid,No Churn
7576,3,Female,92703,210,54,29,490,1,2,Single Sim,Andoid,Postpaid,No Churn
4567,3,Female,91765,140,38,12,300,0,2,Single Sim,Andoid,Prepaid,No Churn
7696,2,Female,94305,260,32,7,820,3,1,Single Sim,IOS,Postpaid,No Churn
1071,3,Male,94086,80,62,37,820,4,1,Single Sim,Andoid,Postpaid,No Churn
3728,2,Male,94501,10,57,33,240,0,1,Single Sim,Andoid,Prepaid,No Churn
1948,1,Female,92251,60,47,23,320,2,4,Single Sim,Andoid,Postpaid,No Churn
6355,3,Male,95819,90,51,25,340,2,3,Single Sim,Andoid,Postpaid,No Churn
2306,2,Male,93117,475,54,27,1950,5,2,Single Sim,Andoid,Prepaid,Churn
3820,1,Male,93943,220,26,1,610,2,4,Single Sim,Andoid,Prepaid,No Churn
6895,2,Female,93711,10,37,11,220,0,3,Single Sim,Andoid,Postpaid,No Churn
5682,3,Male,91301,100,27,0,400,0,4,Single Sim,Andoid,Postpaid,No Churn
6694,1,Male,93943,280,63,38,500,3,2,Single Sim,Andoid,Prepaid,No Churn
9048,3,Female,94501,70,62,36,350,0,2,Dual Sim,Andoid,Prepaid,No Churn
8049,2,Male,95617,30,59,33,640,0,3,Single Sim,Andoid,Prepaid,No Churn
1185,1,Male,94080,230,32,7,490,0,3,Single Sim,Andoid,Postpaid,No Churn
5710,2,Female,95045,100,35,8,440,2,4,Single Sim,Andoid,Prepaid,No Churn
7738,1,Male,93403,370,56,31,650,0,2,Single Sim,Andoid,Postpaid,No Churn
1389,1,Male,93943,70,55,31,130,0,4,Single Sim,Andoid,Postpaid,No Churn
3469,3,Female,91320,290,31,5,840,2,1,Single Sim,Andoid,Prepaid,No Churn
6024,2,Male,92093,20,54,29,280,2,4,Single Sim,Andoid,Postpaid,No Churn
6930,1,Male,95123,440,58,32,1080,0,3,Single Sim,Andoid,Postpaid,No Churn
3060,1,Male,90401,0,48,24,590,2,1,Single Sim,Andoid,Postpaid,No Churn
7452,1,Male,95819,240,48,22,1630,4,1,Single Sim,Andoid,Postpaid,No Churn
3661,3,Male,91320,880,33,9,1830,6,2,Single Sim,Andoid,Postpaid,Churn
2376,3,Male,90024,400,36,6,690,0,4,Single Sim,Andoid,Postpaid,No Churn
5764,1,Male,92333,700,41,16,1150,0,1,Single Sim,Andoid,Prepaid,No Churn
4733,1,Female,92646,650,55,31,1300,0,4,Single Sim,Andoid,Prepaid,Churn
8178,2,Male,94309,790,63,37,1850,4,2,Single Sim,Andoid,Postpaid,Churn
8681,1,Male,94066,30,53,29,1180,0,2,Single Sim,Andoid,Postpaid,No Churn
7512,1,Male,95039,410,38,13,1630,0,1,Single Sim,Andoid,Prepaid,No Churn
6165,1,Female,93106,630,46,20,1400,4,2,Single Sim,Andoid,Postpaid,No Churn
2752,2,Female,94122,70,59,33,910,0,2,Single Sim,Andoid,Postpaid,No Churn
2634,3,Female,92646,130,56,31,610,0,4,Single Sim,Andoid,Postpaid,No Churn
9102,2,Male,95521,410,59,35,1680,0,4,Single Sim,Andoid,Postpaid,Churn
4723,2,Male,90630,90,39,13,690,0,3,Single Sim,Andoid,Prepaid,No Churn
5328,1,Male,92037,20,47,21,220,2,1,Single Sim,Andoid,Prepaid,No Churn
6060,1,Male,92691,30,47,22,530,3,1,Single Sim,Andoid,Prepaid,No Churn
1602,2,Female,92123,100,53,26,250,0,2,Single Sim,IOS,Postpaid,No Churn
1645,2,Male,91765,220,36,9,1150,0,4,Single Sim,Andoid,Prepaid,Churn
6239,3,Female,92521,110,34,9,310,1,4,Dual Sim,IOS,Postpaid,No Churn
1276,3,Female,94705,280,36,10,830,0,1,Single Sim,Andoid,Prepaid,No Churn
5952,1,Male,92807,690,60,34,1520,0,2,Single Sim,Andoid,Prepaid,No Churn
6602,1,Male,96003,10,45,20,300,0,1,Single Sim,Andoid,Postpaid,No Churn
1873,3,Female,90065,20,27,3,340,0,1,Single Sim,Andoid,Postpaid,No Churn
4264,3,Female,95821,140,47,22,440,0,1,Single Sim,Andoid,Postpaid,No Churn
7176,1,Male,94710,760,44,20,1820,0,2,Single Sim,Andoid,Prepaid,No Churn
9526,1,Male,95616,150,54,30,440,2,3,Single Sim,Andoid,Postpaid,No Churn
5743,1,Female,94301,600,57,33,1220,2,2,Dual Sim,IOS,Postpaid,No Churn
6709,1,Male,94550,180,52,26,350,0,4,Single Sim,Andoid,Postpaid,No Churn
8995,3,Male,92407,80,51,25,910,0,1,Single Sim,Andoid,Prepaid,No Churn
4788,2,Male,94024,200,57,32,300,0,2,Single Sim,Andoid,Prepaid,No Churn
8552,3,Male,94608,250,65,39,530,0,1,Single Sim,Andoid,Postpaid,No Churn
8850,3,Male,94720,30,58,33,280,0,1,Single Sim,Andoid,Postpaid,No Churn
7178,2,Male,94720,340,64,39,850,2,4,Single Sim,Andoid,Postpaid,No Churn
2276,2,Female,93907,70,52,26,280,1,2,Single Sim,Andoid,Postpaid,No Churn
7612,1,Male,91016,40,58,34,410,2,4,Single Sim,Andoid,Postpaid,No Churn
6855,3,Male,90650,500,52,22,1540,0,1,Dual Sim,IOS,Postpaid,Churn
8021,3,Male,92831,30,43,18,410,0,1,Single Sim,Andoid,Postpaid,No Churn
3371,1,Male,95014,150,56,32,330,0,3,Single Sim,Andoid,Prepaid,No Churn
6156,3,Male,94523,580,37,12,1820,0,3,Single Sim,Andoid,Postpaid,Churn
3148,3,Male,90740,80,53,27,590,0,2,Single Sim,Andoid,Postpaid,No Churn
7322,1,Male,90009,330,27,2,1290,0,2,Dual Sim,Andoid,Prepaid,No Churn
7409,3,Male,94583,90,53,27,350,2,3,Single Sim,Andoid,Postpaid,No Churn
1570,2,Female,94705,220,42,16,1850,0,3,Dual Sim,IOS,Postpaid,Churn
5072,2,Male,93943,130,58,34,450,3,4,Single Sim,Andoid,Prepaid,No Churn
4352,2,Male,94065,10,36,12,620,2,4,Single Sim,Andoid,Prepaid,No Churn
9587,3,Female,96008,820,53,28,1830,5,3,Single Sim,IOS,Postpaid,Churn
9625,3,Male,94303,10,48,22,140,0,2,Single Sim,Andoid,Postpaid,No Churn
5434,3,Female,94002,220,54,28,530,0,1,Single Sim,Andoid,Postpaid,No Churn
9057,3,Male,94019,260,26,1,480,2,3,Single Sim,Andoid,Prepaid,No Churn
1300,1,Male,92780,40,50,26,1280,0,2,Single Sim,Andoid,Postpaid,No Churn
2386,1,Male,94025,400,31,7,1050,4,1,Single Sim,Andoid,Postpaid,No Churn
2746,1,Female,93943,90,35,9,400,0,3,Single Sim,Andoid,Postpaid,No Churn
3761,1,Male,90095,40,63,37,100,0,2,Single Sim,Andoid,Postpaid,No Churn
1106,1,Male,90245,330,29,4,1020,4,2,Single Sim,Andoid,Prepaid,No Churn
6796,2,Male,94143,10,57,32,310,0,3,Single Sim,Andoid,Postpaid,No Churn
2629,1,Male,90245,80,30,5,300,2,4,Single Sim,Andoid,Postpaid,No Churn
1136,3,Male,90095,60,33,7,210,0,1,Dual Sim,Andoid,Prepaid,No Churn
8823,1,Male,92867,30,62,36,440,0,2,Single Sim,Andoid,Prepaid,No Churn
1910,3,Male,95060,250,35,10,480,2,1,Single Sim,Andoid,Postpaid,No Churn
3023,2,Male,94604,20,37,11,210,0,3,Single Sim,Andoid,Postpaid,No Churn
3668,2,Female,90266,220,37,11,840,0,4,Single Sim,Andoid,Postpaid,No Churn
1809,2,Male,94306,70,35,10,640,3,3,Single Sim,Andoid,Postpaid,No Churn
6621,1,Male,94720,250,35,9,820,2,1,Single Sim,Andoid,Prepaid,No Churn
8308,1,Male,95616,130,59,35,390,0,4,Single Sim,Andoid,Postpaid,No Churn
4293,3,Female,90405,80,53,27,450,0,2,Single Sim,Andoid,Postpaid,No Churn
9878,3,Female,92056,570,45,21,1330,0,0,Single Sim,IOS,Postpaid,Churn
4185,1,Male,90009,140,46,22,1520,0,2,Single Sim,Andoid,Postpaid,No Churn
4531,1,Male,90033,100,40,16,120,1,1,Dual Sim,Andoid,Prepaid,No Churn
5958,1,Male,94112,150,42,16,320,2,3,Single Sim,Andoid,Postpaid,No Churn
1568,1,Male,94085,260,25,1,740,3,4,Single Sim,Andoid,Prepaid,No Churn
2847,2,Female,92037,110,39,14,540,2,2,Single Sim,Andoid,Prepaid,No Churn
6905,2,Female,94542,410,30,6,1810,0,3,Single Sim,IOS,Postpaid,Churn
6740,3,Male,90034,0,58,33,750,0,2,Single Sim,Andoid,Postpaid,No Churn
1795,1,Male,91101,10,41,15,950,3,3,Dual Sim,Andoid,Prepaid,No Churn
4794,2,Male,94305,730,37,11,1900,6,4,Single Sim,IOS,Postpaid,Churn
3372,1,Male,94709,280,36,11,900,0,1,Single Sim,Andoid,Postpaid,No Churn
3311,1,Female,95616,100,27,3,200,2,4,Single Sim,Andoid,Postpaid,No Churn
2427,3,Male,95014,220,60,34,640,0,3,Single Sim,Andoid,Prepaid,No Churn
3601,3,Male,90019,170,62,36,850,1,2,Single Sim,Andoid,Prepaid,No Churn
1586,2,Male,93711,170,67,43,1050,0,4,Single Sim,Andoid,Postpaid,No Churn
3675,1,Male,90840,20,44,18,210,0,1,Single Sim,Andoid,Postpaid,No Churn
2941,2,Male,94720,180,24,-1,780,0,2,Single Sim,Andoid,Prepaid,No Churn
8564,1,Female,94085,667,45,21,1580,2,2,Single Sim,Andoid,Postpaid,No Churn
7468,1,Male,94720,430,58,34,1250,3,1,Single Sim,Andoid,Prepaid,No Churn
8479,2,Male,95449,180,61,36,810,0,3,Single Sim,Andoid,Postpaid,No Churn
5504,1,Female,93105,810,54,29,1830,0,1,Single Sim,Andoid,Postpaid,No Churn
9298,2,Male,94550,60,28,3,540,0,4,Single Sim,Andoid,Postpaid,No Churn
3532,3,Male,94025,360,49,24,790,3,4,Single Sim,Andoid,Postpaid,No Churn
